Subsistema,Energetico,Variable,UnidadDeMedida,Año,Cantidad
Internacional,"Petróleo Crudo, Condensado y Gasolina Natural",Exportación,Kbep,2006,1525.55
Internacional,"Petróleo Crudo, Condensado y Gasolina Natural",Exportación,Kbep,2007,1038.38
Internacional,"Petróleo Crudo, Condensado y Gasolina Natural",Exportación,Kbep,2012,300.71
Internacional,"Petróleo Crudo, Condensado y Gasolina Natural",Exportación,Kbep,2013,3122.44
Internacional,"Petróleo Crudo, Condensado y Gasolina Natural",Exportación,Kbep,2014,2867.29
Internacional,"Petróleo Crudo, Condensado y Gasolina Natural",Exportación,Kbep,2015,443.7
Internacional,Gas Natural,Exportación,Kbep,2006,64009.14
Internacional,Gas Natural,Exportación,Kbep,2007,70708.45
Internacional,Gas Natural,Exportación,Kbep,2008,73388.32
Internacional,Gas Natural,Exportación,Kbep,2009,59179.93
Internacional,Gas Natural,Exportación,Kbep,2010,70107.11
Internacional,Gas Natural,Exportación,Kbep,2011,75760.49
Internacional,Gas Natural,Exportación,Kbep,2012,88692.33
Internacional,Gas Natural,Exportación,Kbep,2013,102869.63
Internacional,Gas Natural,Exportación,Kbep,2014,106995.86
Internacional,Gas Natural,Exportación,Kbep,2015,105286.25
Internacional,Gas Natural,Exportación,Kbep,2016,96668.61
Internacional,Gas Natural,Exportación,Kbep,2017,92628.03
Internacional,Gas Natural,Exportación,Kbep,2018,84066.54
Internacional,Gas Natural,Exportación,Kbep,2019,71649.66
Internacional,Gas Natural,Exportación,Kbep,2020,72869.97
Internacional,Gas Natural,Exportación,Kbep,2021,72773.68
Internacional,Electricidad,Exportación,Kbep,2006,0.03
Internacional,Electricidad,Exportación,Kbep,2007,0.04
Internacional,Diesel Oil,Importación,Kbep,2006,2761.1
Internacional,Diesel Oil,Importación,Kbep,2007,3218.84
Internacional,Diesel Oil,Importación,Kbep,2008,2953.91
Internacional,Diesel Oil,Importación,Kbep,2009,3957.53
Internacional,Diesel Oil,Importación,Kbep,2010,4256.01
Internacional,Diesel Oil,Importación,Kbep,2011,4906.61
Internacional,Diesel Oil,Importación,Kbep,2012,4917.98
Internacional,Diesel Oil,Importación,Kbep,2013,5582.67
Internacional,Diesel Oil,Importación,Kbep,2014,5900.85
Internacional,Diesel Oil,Importación,Kbep,2015,5097
Internacional,Diesel Oil,Importación,Kbep,2016,5754.11
Internacional,Diesel Oil,Importación,Kbep,2017,6751.94
Internacional,Diesel Oil,Importación,Kbep,2018,7583.36
Internacional,Diesel Oil,Importación,Kbep,2019,9026.87
Internacional,Diesel Oil,Importación,Kbep,2020,6282.08
Internacional,Diesel Oil,Importación,Kbep,2021,9298.85
Optimización,Gas Natural,No aprovechado,Kbep,2006,533.35
Optimización,Gas Natural,No aprovechado,Kbep,2007,459.61
Optimización,Gas Natural,No aprovechado,Kbep,2008,539.56
Optimización,Gas Natural,No aprovechado,Kbep,2009,433.05
Optimización,Gas Natural,No aprovechado,Kbep,2010,522.85
Optimización,Gas Natural,No aprovechado,Kbep,2011,745.04
Optimización,Gas Natural,No aprovechado,Kbep,2012,424.82
Optimización,Gas Natural,No aprovechado,Kbep,2013,590.01
Optimización,Gas Natural,No aprovechado,Kbep,2014,408.95
Optimización,Gas Natural,No aprovechado,Kbep,2015,436.91
Optimización,Gas Natural,No aprovechado,Kbep,2016,523.77
Optimización,Gas Natural,No aprovechado,Kbep,2017,400.54
Optimización,Gas Natural,No aprovechado,Kbep,2018,449.63
Optimización,Gas Natural,No aprovechado,Kbep,2019,504.77
Optimización,Gas Natural,No aprovechado,Kbep,2020,401.61
Optimización,Gas Natural,No aprovechado,Kbep,2021,321.56
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2006,685.98
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2007,295.6
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2008,-539.77
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2009,-370.01
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2010,-347.18
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2011,-344.19
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2012,1754.66
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2013,-815.93
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2014,-88.81
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2015,-700.77
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2016,-225.14
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2017,-131.25
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2018,-479.28
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2019,-188.91
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2020,-377
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",AJUSTE,Kbep,2021,-694.05
Optimización,Gas Natural,AJUSTE,Kbep,2006,3433.49
Optimización,Gas Natural,AJUSTE,Kbep,2007,760.22
Optimización,Gas Natural,AJUSTE,Kbep,2008,43.28
Optimización,Gas Natural,AJUSTE,Kbep,2009,196.27
Optimización,Gas Natural,AJUSTE,Kbep,2010,344.49
Optimización,Gas Natural,AJUSTE,Kbep,2011,658.04
Optimización,Gas Natural,AJUSTE,Kbep,2012,432.7
Optimización,Gas Natural,AJUSTE,Kbep,2013,73.34
Optimización,Gas Natural,AJUSTE,Kbep,2014,587.33
Optimización,Gas Natural,AJUSTE,Kbep,2015,179.43
Optimización,Gas Natural,AJUSTE,Kbep,2016,266.97
Optimización,Gas Natural,AJUSTE,Kbep,2017,329.77
Optimización,Gas Natural,AJUSTE,Kbep,2018,328.45
Optimización,Gas Natural,AJUSTE,Kbep,2019,-316.65
Optimización,Gas Natural,AJUSTE,Kbep,2020,-24.15
Optimización,Gas Natural,AJUSTE,Kbep,2021,-203.07
Optimización,Biomasa,AJUSTE,Kbep,2006,-0.05
Optimización,Biomasa,AJUSTE,Kbep,2009,-153.92
Optimización,Biomasa,AJUSTE,Kbep,2010,-316.05
Optimización,Electricidad,AJUSTE,Kbep,2006,-108.61
Optimización,Electricidad,AJUSTE,Kbep,2007,-101.75
Optimización,Electricidad,AJUSTE,Kbep,2008,-153.37
Optimización,Electricidad,AJUSTE,Kbep,2009,-143.22
Optimización,Electricidad,AJUSTE,Kbep,2010,-170.37
Optimización,Electricidad,AJUSTE,Kbep,2011,31.05
Optimización,Electricidad,AJUSTE,Kbep,2012,80.47
Optimización,Electricidad,AJUSTE,Kbep,2013,122.89
Optimización,Electricidad,AJUSTE,Kbep,2014,132.85
Optimización,Electricidad,AJUSTE,Kbep,2015,124.61
Optimización,Electricidad,AJUSTE,Kbep,2016,18.77
Optimización,Electricidad,AJUSTE,Kbep,2017,-17.22
Optimización,Electricidad,AJUSTE,Kbep,2018,142.75
Optimización,Electricidad,AJUSTE,Kbep,2019,167.99
Optimización,Electricidad,AJUSTE,Kbep,2020,205.49
Optimización,Electricidad,AJUSTE,Kbep,2021,256.81
Optimización,Diesel Oil,AJUSTE,Kbep,2006,-40.45
Optimización,Diesel Oil,AJUSTE,Kbep,2007,375.42
Optimización,Diesel Oil,AJUSTE,Kbep,2008,38.85
Optimización,Diesel Oil,AJUSTE,Kbep,2009,-198.41
Optimización,Diesel Oil,AJUSTE,Kbep,2010,-359.01
Optimización,Diesel Oil,AJUSTE,Kbep,2011,-202.57
Optimización,Diesel Oil,AJUSTE,Kbep,2012,-680.84
Optimización,Diesel Oil,AJUSTE,Kbep,2013,-252.87
Optimización,Diesel Oil,AJUSTE,Kbep,2014,-190.01
Optimización,Diesel Oil,AJUSTE,Kbep,2015,-299.1
Optimización,Diesel Oil,AJUSTE,Kbep,2016,-245.5
Optimización,Diesel Oil,AJUSTE,Kbep,2017,-403.13
Optimización,Diesel Oil,AJUSTE,Kbep,2018,-206.47
Optimización,Diesel Oil,AJUSTE,Kbep,2019,-32.03
Optimización,Diesel Oil,AJUSTE,Kbep,2020,-188.54
Optimización,Diesel Oil,AJUSTE,Kbep,2021,-182.34
Optimización,Biomasa,AJUSTE,Kbep,2021,0
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2006,46.33
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2007,39.48
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2008,27.22
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2009,31.05
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2010,24.28
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2011,45.05
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2012,22.86
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2013,16.09
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2014,59.07
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2015,56.59
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2016,49.45
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2017,25.6
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2018,29.43
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2019,11.14
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2020,8.43
Optimización,"Petróleo Crudo, Condensado y Gasolina Natural",Pérdidas,Kbep,2021,8.58
Optimización,Gas Natural,Pérdidas,Kbep,2006,59.36
Optimización,Gas Natural,Pérdidas,Kbep,2007,43.91
Optimización,Gas Natural,Pérdidas,Kbep,2008,105.34
Optimización,Gas Natural,Pérdidas,Kbep,2009,15.65
Optimización,Gas Natural,Pérdidas,Kbep,2010,91.94
Optimización,Gas Natural,Pérdidas,Kbep,2011,84.03
Optimización,Gas Natural,Pérdidas,Kbep,2012,44.54
Optimización,Gas Natural,Pérdidas,Kbep,2013,43.71
Optimización,Gas Natural,Pérdidas,Kbep,2014,217.92
Optimización,Gas Natural,Pérdidas,Kbep,2015,127.09
Optimización,Gas Natural,Pérdidas,Kbep,2016,9.92
Optimización,Gas Natural,Pérdidas,Kbep,2017,197.02
Optimización,Gas Natural,Pérdidas,Kbep,2018,134.45
Optimización,Gas Natural,Pérdidas,Kbep,2019,173.11
Optimización,Gas Natural,Pérdidas,Kbep,2020,218.87
Optimización,Gas Natural,Pérdidas,Kbep,2021,282.89
Optimización,Electricidad,Pérdidas,Kbep,2006,362.17
Optimización,Electricidad,Pérdidas,Kbep,2007,391.1
Optimización,Electricidad,Pérdidas,Kbep,2008,424.97
Optimización,Electricidad,Pérdidas,Kbep,2009,444.89
Optimización,Electricidad,Pérdidas,Kbep,2010,485.37
Optimización,Electricidad,Pérdidas,Kbep,2011,493.05
Optimización,Electricidad,Pérdidas,Kbep,2012,468.14
Optimización,Electricidad,Pérdidas,Kbep,2013,442.65
Optimización,Electricidad,Pérdidas,Kbep,2014,467.84
Optimización,Electricidad,Pérdidas,Kbep,2015,504.43
Optimización,Electricidad,Pérdidas,Kbep,2016,495.85
Optimización,Electricidad,Pérdidas,Kbep,2017,529.5
Optimización,Electricidad,Pérdidas,Kbep,2018,547.14
Optimización,Electricidad,Pérdidas,Kbep,2019,554.48
Optimización,Electricidad,Pérdidas,Kbep,2020,546.89
Optimización,Electricidad,Pérdidas,Kbep,2021,575.37
Optimización,Diesel Oil,Pérdidas,Kbep,2006,5.97
Optimización,Diesel Oil,Pérdidas,Kbep,2007,5.37
Optimización,Diesel Oil,Pérdidas,Kbep,2008,9.33
Optimización,Diesel Oil,Pérdidas,Kbep,2009,6.65
Optimización,Diesel Oil,Pérdidas,Kbep,2010,6.83
Optimización,Diesel Oil,Pérdidas,Kbep,2011,3.24
Optimización,Diesel Oil,Pérdidas,Kbep,2012,4.62
Optimización,Diesel Oil,Pérdidas,Kbep,2013,1.32
Optimización,Diesel Oil,Pérdidas,Kbep,2014,1.72
Optimización,Diesel Oil,Pérdidas,Kbep,2015,1.62
Optimización,Diesel Oil,Pérdidas,Kbep,2016,2.93
Optimización,Diesel Oil,Pérdidas,Kbep,2017,1.45
Optimización,Diesel Oil,Pérdidas,Kbep,2018,1.14
Optimización,Diesel Oil,Pérdidas,Kbep,2019,2.08
Optimización,Diesel Oil,Pérdidas,Kbep,2020,1.66
Optimización,Diesel Oil,Pérdidas,Kbep,2021,0.66
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2006,2932.25
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2007,3211.76
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2008,3325.12
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2009,3777.35
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2010,3853.16
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2011,4336.87
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2012,4681.73
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2013,5159.89
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2014,5450.57
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2015,5468.08
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2016,5519.57
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2017,5378.67
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2018,5364.64
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2019,5296.59
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2020,4658.65
Acceso,Gas Natural,Consumo en Sector industrial,Kbep,2021,5404.43
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2006,3868.88
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2007,4025.45
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2008,4171.95
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2009,4361.05
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2010,4641.2
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2011,4478.51
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2012,4727.32
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2013,4439.63
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2014,4413.61
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2015,4228.92
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2016,4584.51
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2017,4977.55
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2018,4921.34
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2019,4218.08
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2020,4685.13
Acceso,Biomasa,Consumo en Sector industrial,Kbep,2021,3548.14
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2006,788.28
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2007,838.56
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2008,984.06
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2009,1029.18
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2010,1004.92
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2011,1015.27
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2012,1109.1
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2013,1166.31
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2014,1249.32
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2015,1308.52
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2016,1322.13
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2017,1333.14
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2018,1283.04
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2019,1334.51
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2020,1149.83
Acceso,Electricidad,Consumo en Sector industrial,Kbep,2021,1361.78
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2006,221.67
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2007,239.67
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2008,247.42
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2009,255.3
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2010,270.88
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2011,297.03
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2012,322.77
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2013,353.29
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2014,378.86
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2015,379.05
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2016,386.2
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2017,411.22
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2018,404.01
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2019,366.45
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2020,255.93
Acceso,Diesel Oil,Consumo en Sector industrial,Kbep,2021,206.93
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2006,135.27
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2007,156.19
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2008,203.22
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2009,265.8
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2010,297.96
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2011,387.18
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2012,463.23
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2013,548.12
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2014,650.45
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2015,757.92
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2016,859.76
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2017,948.81
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2018,972.1
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2019,1054.42
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2020,1237.4
Acceso,Gas Natural,Consumo en Sector residencial,Kbep,2021,1185.45
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2006,1233.25
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2007,1173.27
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2008,1113.81
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2009,1068.18
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2010,1044.45
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2011,927.17
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2012,789.71
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2013,873.88
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2014,1003.67
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2015,817.28
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2016,821.6
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2017,770.48
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2018,779.56
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2019,548.45
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2020,674.84
Acceso,Biomasa,Consumo en Sector residencial,Kbep,2021,486.05
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2006,1080.81
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2007,1135.77
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2008,1162.57
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2009,1216.34
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2010,1332.44
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2011,1440.06
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2012,1516.34
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2013,1611.5
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2014,1738.39
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2015,1853.58
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2016,1956.1
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2017,1998.55
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2018,2056.97
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2019,2108.13
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2020,2257.75
Acceso,Electricidad,Consumo en Sector residencial,Kbep,2021,2253.78
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2006,118.36
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2007,131.12
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2008,156.35
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2009,181.01
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2010,194.52
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2011,229.5
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2012,246.75
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2013,265.91
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2014,287.66
Acceso,Gas Natural,"Consumo en Sector comercial, servicios y público",Kbep,2015,303.62
